"","NAME","PROGRAM.IDENTIFIER","INSPECTION.DATE","DESCRIPTION","ADDRESS","CITY","ZIP.CODE","PHONE","LONGITUDE","LATITUDE","INSPECTION.BUSINESS.NAME","INSPECTION.TYPE","INSPECTION.SCORE","INSPECTION.RESULT","INSPECTION.CLOSED.BUSINESS","VIOLATION.TYPE","VIOLATION.DESCRIPTION","VIOLATION.POINTS","BUSINESS_ID","INSPECTION_SERIAL_NUM","VIOLATION_RECORD_ID","GRADE"
"2649","7-ELEVEN STORE #24497J","7-ELEVEN STORE #24497J","","Seating 0-12 - Risk Category III","2009 RAINIER AVE S ","Seattle","98144","(850) 577-6957",-122.3040144096,47.585210303,"","",NA,"","","","",0,"PR0002240","","",1
"2656","7-ELEVEN STORE #27901G","7-ELEVEN STORE #27901G","02/07/2022","Seating 0-12 - Risk Category III","2100 N NORTHGATE WAY ","Seattle","98133","(206) 351-1936",-122.3334961928,47.709022328,"7-ELEVEN STORE #27901G","Consultation/Education - Field",0,"Complete","false","","",0,"PR0016518","DAGUMT0YV","",1
"2723","7-ELEVEN STORE -2361 26818F","7-ELEVEN STORE -2361 26818F","04/19/2022","Seating 0-12 - Risk Category III","19023 PACIFIC HWY S ","Seattle","98188","(253) 796-7155",-122.2956293304,47.4325376974,"7-ELEVEN STORE -2361 26818F","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0017475","DAZTBGGP0","",1
"2979","74TH ST ALE HOUSE","74TH ST ALE HOUSE","09/12/2022","Seating 13-50 - Risk Category III","7401 GREENWOOD AVE N ","Seattle","98103","(206) 228-7908",-122.3556185508,47.6826846077,"74TH ST ALE HOUSE","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0012518","DAXYH2EKD","",1
"3027","757 MINI MART","757 MINI MART","05/04/2022","Grocery Store-no seating - Risk Category I","14257 DES MOINES MEMORIAL DR S ","Seattle","98168","(206) 242-9431",-122.315780895,47.4743730263,"757 MINI MART","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0005059","DAHGL0DOU","",NA
"3044","76 FOOD #284","76 FOOD #284","02/14/2022","Seating 0-12 - Risk Category III","12807 DES MOINES MEMORIAL DR S ","Seattle","98168","(206) 650-5442",-122.3122505786,47.4882934166,"76 FOOD #284","Routine Inspection/Field Review",5,"Unsatisfactory","false","RED","2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F)",5,"PR0012277","DAVSE1OHG","IVRBKJUMA",1
"3063","76 GAS STATION","76 GAS STATION","08/23/2022","Seating 0-12 - Risk Category I","6600 M L KING JR WAY S ","SEATTLE","98118","",-122.2836678222,47.5429415787,"76 GAS STATION","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0012526","DAIHLHNJX","",1
"3217","8 OZ BURGER BAR","8 OZ BURGER BAR","11/15/2022","Seating 51-150 - Risk Category III","1401 BROADWAY","SEATTLE","98122","(206) 819-0776",-122.321069774,47.6131603112,"8 OZ BURGER BAR","Routine Inspection/Field Review",10,"Satisfactory","false","BLUE","3400 - Wiping cloths properly used, stored, sanitizer concentration",5,"PR0081817","DAOT2RXRG","IVK4L3RDX",2
"3287","84 YESLER","84 YESLER","04/13/2022","Seating 13-50 - Risk Category III","84 YESLER WAY","SEATTLE","98104","(206) 618-7739",-122.33508465,47.60186637,"84 YESLER","Routine Inspection/Field Review",10,"Unsatisfactory","false","RED","2600 - Compliance with risk control plans, variances, plan of operation; valid permit; appr procedur",10,"PR0087979","DA581WWPK","IVR0GKSTJ",1
"3334","8OZ BURGER & CO","8 OZ BURGER & CO","08/19/2022","Seating 51-150 - Risk Category III","2409 NW MARKET ST ","SEATTLE","98107","(206) 819-0705",-122.3881669378,47.668442488,"8OZ BURGER & CO","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0070948","DARMGVQS2","",1
"3363","8TH MARKET GAS","8TH MARKET GAS","","Grocery Store-no seating - Risk Category I","719 NW MARKET ST","Seattle","98107","(206) 910-4120",-122.3656192052,47.6684168392,"","",NA,"","","","",0,"PR0012712","","",NA
"3364","9 HATS WINERY","9 HATS WINERY","03/03/2022","Seating 51-150 - Risk Category III","3861 1ST AVE S STE C","SEATTLE","98134","(206) 366-0335",-122.33486445,47.56800459,"9 HATS WINERY","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0086901","DARZ3LSAB","",2
"3660","9TH AND HENNEPIN DONUTS KC#965","9TH AND HENNEPIN DONUTS KC#965","","Mobile Food Unit - Risk Category III","5600 DELRIDGE WAY SW","SEATTLE","98106","(206) 459-5012",-122.3627,47.55177,"","",NA,"","","","",0,"PR0090704","","",NA
"3661","9TH AND PIKE","9TH AND PIKE","","Seating 13-50 - Risk Category III","17801 INTERNATIONAL BL C","SEATTLE","98158","(503) 256-2222",-122.302146,47.443015,"","",NA,"","","","",0,"PR0090288","","",NA
"3662","A & B CAFE","A & B CAFE","05/26/2021","Seating 13-50 - Risk Category III","670 S WELLER ST ","SEATTLE","98104","(206) 625-0408",-122.3240987387,47.5976365562,"A & B CAFE","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0027524","DABKNBCBK","",1
"3740","A COMMON CAKE BOND","A COMMON CAKE BOND","","Seating 0-12 - Risk Category III","2207 NE 65TH ST","SEATTLE","98115","(206) 550-3711",-122.304025124,47.6756724899,"","",NA,"","","","",0,"PR0079430","","",NA
"3742","A LA MODE PIES","A LA MODE PIES","01/20/2022","Seating 0-12 - Risk Category II","5821 PHINNEY AVE N","SEATTLE","98103","(206) 383-3796",-122.35467138,47.67170486,"A LA MODE PIES","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0081545","DATNDX2Z0","",2
"3773","A LA MODE PIES BALLARD","A LA MODE PIES BALLARD","04/13/2022","Seating 13-50 - Risk Category II","2034 NW 56TH ST #150","SEATTLE","98107","(206) 456-4343",-122.383687,47.669679,"A LA MODE PIES BALLARD","Routine Inspection/Field Review",5,"Unsatisfactory","false","RED","1400 - Raw meats below and away from ready to eat food; species separated",5,"PR0083557","DATUO5JUT","IVLR0RIF0",1
"3775","A LA MODE PIES LLC","A LA MODE PIES LLC","11/30/2022","Seating 13-50 - Risk Category III","4225 SW ALASKA ST","SEATTLE","98116","(206) 456-4343",-122.38630309,47.56092599,"A LA MODE PIES LLC","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0086230","DATTYTCWB","",1
"3790","A PIZZA MART","A PIZZA MART","08/18/2022","Seating 51-150 - Risk Category III","1823 TERRY AVE #102","SEATTLE","98101","(206) 697-8011",-122.33341979,47.61589083,"A PIZZA MART","Return Inspection",0,"Satisfactory","false","","",0,"PR0081936","DADJ2WTLN","",2
"3800","A PIZZA MART","A PIZZA MART","01/13/2022","Seating 13-50 - Risk Category III","1433 11TH AVE","SEATTLE","98122","(206) 538-0407",-122.31842501,47.6136936,"A PIZZA MART","Routine Inspection/Field Review",10,"Unsatisfactory","false","RED","0600 - Adequate handwashing facilities",10,"PR0087727","DANJPVNW0","IVCOE07WB",2
"3801","A PIZZA MART","A PIZZA MART","11/17/2021","Seating 13-50 - Risk Category III","800 SENECA ST 103","SEATTLE","98101","(206) 517-4000",-122.32972116,47.6097667,"A PIZZA MART","Routine Inspection/Field Review",10,"Satisfactory","false","BLUE","4100 - Warewashing facilities properly installed,...",5,"PR0086521","DAQL6CQER","IV77DBKN2",1
"3803","A PIZZA MART","A PIZZA MART","11/15/2021","Seating 13-50 - Risk Category III","2525 6TH AVE","SEATTLE","98121","(206) 322-4323",-122.34534865,47.61828716,"A PIZZA MART","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0085756","DAYJK0IYW","",1
"3897","A PIZZA MART BAR & GRILL INC","A PIZZA MART BAR & GRILL INC","03/29/2022","Seating 51-150 - Risk Category III","5240 UNIVERSITY WAY NE STE D","SEATTLE","98105","(206) 697-5011",-122.31267798,47.66761667,"A PIZZA MART BAR & GRILL INC","Routine Inspection/Field Review",10,"Unsatisfactory","false","RED","2110 - Proper cold holding temperatures (greater than  45 degrees F)",10,"PR0083173","DAFAKWRTE","IVF0ZWDKE",1
"3962","A PLUS HONG KONG KITCHEN","A PLUS HONG KONG KITCHEN","10/03/2022","Seating 13-50 - Risk Category III","669 S KING ST STE 103","SEATTLE","98104","(425) 220-9333",-122.32417,47.59822,"A PLUS HONG KONG KITCHEN","Return Inspection",0,"Satisfactory","false","","",0,"PR0089348","DA6TQOOV7","",2
"3975","A PLUS KITCHEN INC","A PLUS KITCHEN INC","11/23/2022","Seating 13-50 - Risk Category III","419 6TH AVE S ","SEATTLE","98104","(206) 859-1874",-122.3265255873,47.5985422649,"A PLUS KITCHEN INC","Return Inspection",8,"Satisfactory","false","BLUE","3300 - Potential food contamination prevented during delivery,  preparation, storage, display",5,"PR0077592","DAR1ZSQ1X","IVQI45JDH",2
"4011","A'AMORE EVENTS & ENT. LLC DBA INKEDIBLE IMAGES","A'AMORE EVENTS & ENT. LLC DBA INKEDIBLE IMAGES","08/12/2022","Caterer - Risk Category I","520 S MASSACHUSETTS ST","SEATTLE","98134","(425) 427-8964",-122.32696335,47.5884911,"A'AMORE EVENTS & ENT. LLC DBA INKEDIBLE IMAGES","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0090475","DAZN3210V","",NA
"4012","A-CHAU CAFE LLC","A-CHAU CAFE LLC","","Seating 13-50 - Risk Category II","6902 RAINIER AVE S","SEATTLE","98118","(206) 369-8126",-122.2711872177,47.540564649,"","",NA,"","","","",0,"PR0069317","","",1
"4013","A-PIZZA MART","A-PIZZA MART","01/26/2022","Seating 0-12 - Risk Category III","9452 35TH AVE SW ","Seattle","98126","(206) 932-5350",-122.3763195441,47.517727118,"A-PIZZA MART","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0029367","DA9AEDJJT","",1
"4082","A1 MARKET","A1 MARKET","06/13/2022","Seating 13-50 - Risk Category III","14401 GREENWOOD AVE N","SEATTLE","98133","(206) 679-0369",-122.35598551,47.7333351,"A1 MARKET","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0085860","DAEZXGAWG","",1
"4098","A1 MART, INC","A1 MART, INC","06/22/2022","Seating 13-50 - Risk Category III","10406 GREENWOOD AVE N","SEATTLE","98133","(206) 407-6732",-122.3549588079,47.7046009374,"A1 MART, INC","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0067500","DAYZCOYFU","",1
"4261","ABARROTES EL OAXAQUENO","ABARROTES EL OAXAQUENO","02/11/2022","Grocery Store-no seating - Risk Category I","4515 15TH AVE S","SEATTLE","98108","(206) 954-2229",-122.31388154,47.56303484,"ABARROTES EL OAXAQUENO","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0082013","DALDG4WR9","",NA
"4273","ABARROTES RAMIREZ","ABARROTES RAMIREZ","08/11/2022","Grocery Store-no seating - Risk Category I","3218 RAINIER AVE S ","SEATTLE","98144","(206) 683-1013",-122.2946149144,47.5745007576,"ABARROTES RAMIREZ","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0069921","DATEJFJGU","",NA
"4280","ABAY RESTAURANT & CAFE","ABAY RESTAURANT & CAFE","","Seating 51-150 - Risk Category III","14857 International BL S","Seattle","98168","(206) 471-4220",-122.2866588674,47.4701198061,"","",NA,"","","","",0,"PR0011058","","",1
"4281","ABBOUD'S MCDONALD'S, LLC","ABBOUD'S MCDONALDS","09/15/2022","Seating 51-150 - Risk Category III","6546 CALIFORNIA AVE SW","Seattle","98136","(206) 762-9445",-122.3868457608,47.5433052494,"ABBOUD'S MCDONALD'S, LLC","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0003302","DAEOTAEWJ","",1
"4325","ABBOUD'S MCDONALDS, LLC","ABBOUD'S MCDONALDS, LLC","06/21/2022","Seating 13-50 - Risk Category III","3003 CALIFORNIA AVE SW ","Seattle","98116","(206) 767-5258",-122.387121862,47.5767089847,"ABBOUD'S MCDONALDS, LLC","Consultation/Education - Field",0,"Complete","false","","",0,"PR0044982","DATHJ7ZQJ","",1
"4402","ABURIYA BENTO HOUSE","ABURIYA BENTO HOUSE","05/04/2022","Seating 13-50 - Risk Category III","2100 WESTERN AVE B","SEATTLE","98121","(206) 453-4685",-122.34478292,47.61130615,"ABURIYA BENTO HOUSE","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0080364","DAV8CAAAD","",1
"4410","ABYSSINIA MARKET","ABYSSINIA MARKET","01/21/2022","Seating 0-12 - Risk Category II","2225 4TH AVE ","Seattle","98121","(206) 770-9410",-122.3440676667,47.615079327,"ABYSSINIA MARKET","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0003899","DAE5LFMSN","",1
"4669","ACCITUNO'S #12","ACCITUNO'S #12","04/13/2022","Seating 13-50 - Risk Category III","13055 LAKE CITY WAY NE ","SEATTLE","98125","(206) 861-2008",-122.293080219,47.7245314316,"ACCITUNO'S #12","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0046917","DAY1OWDWD","",1
"4790","ADA'S RESTAURANT & BAR","ADA'S RESTAURANT & BAR","11/14/2019","Seating 13-50 - Risk Category III","5910 PHINNEY AVE N ","Seattle","98103","(206) 906-9554",-122.3542057885,47.6721711301,"ADA'S RESTAURANT & BAR","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0001429","DAEP5H0MR","",1
"4794","ADA'S TECHNICAL BOOKS AND CAFE","ADA'S TECHNICAL BOOKS & CAFE","07/12/2022","Seating 51-150 - Risk Category III","425 15TH AVE E","SEATTLE","98112","(206) 941-4010",-122.31286237,47.62268345,"ADA'S TECHNICAL BOOKS AND CAFE","Routine Inspection/Field Review",5,"Unsatisfactory","false","RED","2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F)",5,"PR0083069","DALIB0YU8","IVIZYDA0R",1
"4813","ADAMS ELEMENTARY SCHOOL","ADAMS ELEMENTARY SCHOOL","09/22/2022","School Lunch Program - Risk II","6110 28TH AVE NW ","Seattle","98107","",-122.392119067,47.6734987391,"ADAMS ELEMENTARY SCHOOL","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0001045","DAJAV8MCV","",NA
"4847","ADDIS MANAGEMENT INC","ADDIS MANAGEMENT INC","","Seating 0-12 - Risk Category III","11065 8TH AVE S ","Seattle","98168","(253) 796-7155",-122.3235607317,47.5032374689,"","",NA,"","","","",0,"PR0004269","","",1
"4896","ADEY ABEBA ETHIOPIAN RESTAURANT","ADEY ABEBA ETHIOPIAN RESTAURANT","10/04/2022","Seating 13-50 - Risk Category III","2123 E UNION ST ","SEATTLE","98122","",-122.3038409663,47.6127386315,"ADEY ABEBA ETHIOPIAN RESTAURANT","Routine Inspection/Field Review",20,"Unsatisfactory","false","BLUE","4200 - Food-contact surfaces maintained, clean, sanitized",5,"PR0070233","DAFCTWC0R","IVFLSSUYB",1
"4959","ADMIRAL CHEVRON","ADMIRAL CHEVRON","09/21/2022","Seating 0-12 - Risk Category III","4100 SW ADMIRAL WAY","SEATTLE","98116","(206) 937-3654",-122.38418131,47.58146346,"ADMIRAL CHEVRON","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0084512","DAUL4PHVS","",1
"4960","ADMIRAL CHEVRON","ADMIRAL CHEVRON","09/21/2022","Seating 0-12 - Risk Category III","2347 CALIFORNIA AVE SW ","Seattle","98116","",-122.3869173867,47.5814948042,"ADMIRAL CHEVRON","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0032808","DAJKRGFFF","",1
"5027","ADMIRAL CINEMA LLC","ADMIRAL CINEMA LLC","11/10/2021","Seating 0-12 - Risk Category I","2343 CALIFORNIA AVE ","SEATTLE","98116","",-122.3867328999,47.5827069467,"ADMIRAL CINEMA LLC","Routine Inspection/Field Review",2,"Satisfactory","false","BLUE","5000 - Posting of permit; mobile establishment name...",2,"PR0071437","DAP5QQSW1","IVZ48ZUDN",1
"5042","ADMIRAL PUB","ADMIRAL PUB","07/19/2022","Seating 51-150 - Risk Category III","2306 CALIFORNIA AVE SW ","Seattle","98116","(206) 889-3945",-122.3862261638,47.582697064,"ADMIRAL PUB","Consultation/Education - Field",0,"Complete","false","","",0,"PR0003839","DADBZTF4X","",1
"5049","ADULIS ERITREAN & ETHIOPIAN RESTAURANT","ADULIS ERITREAN & ETHIOPIAN RESTAURANT","11/21/2022","Seating 51-150 - Risk Category III","10515 GREENWOOD AVE N","SEATTLE","98133","(206) 399-5160",-122.3558631252,47.7055827179,"ADULIS ERITREAN & ETHIOPIAN RESTAURANT","Routine Inspection/Field Review",13,"Unsatisfactory","false","BLUE","3900 - Single-use and single-service articles properly stored, used",3,"PR0001638","DAN0TVH9P","IV3WL1YE5",1
"5067","AERLUME","AERLUME","09/08/2022","Seating 151-250 - Risk Category III","2003 WESTERN AVE STE C","SEATTLE","98121","(206) 352-1450",-122.34481,47.61079,"AERLUME","Consultation/Education - Field",0,"Complete","false","","",0,"PR0087984","DA8F9FX0I","",1
"5111","AF OPERATIONS TRUCK #2 - UWA2","AF OPERATIONS TRUCK #2- UWA2","08/20/2019","Mobile Food Unit - Risk Category I","13537 AURORA AVE N","SEATTLE","98133","(206) 740-8467",-122.17543863,47.62244479,"AF OPERATIONS TRUCK #2 - UWA2","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0085004","DAPZNVY7G","",NA
"5169","AFC SUSHI (SAFEWAY #1550)","AFC SUSHI (SAFEWAY #1550)","10/12/2022","Seating 0-12 - Risk Category III","7300 ROOSEVELT WAY NE ","SEATTLE","98115","(206) 525-6348",-122.3170102326,47.6819919883,"AFC SUSHI (SAFEWAY #1550)","Routine Inspection/Field Review",5,"Satisfactory","false","BLUE","4200 - Food-contact surfaces maintained, clean, sanitized",5,"PR0087651","DAAQFHUBY","IVNEIP1ID",1
"5176","AFC SUSHI (SAFEWAY #1551)","AFC SUSHI @ SAFEWAY , #1551","10/14/2022","Seating 0-12 - Risk Category III","1410 E JOHN ST ","SEATTLE","98112","",-122.3131356749,47.6204942289,"AFC SUSHI (SAFEWAY #1551)","Routine Inspection/Field Review",5,"Unsatisfactory","false","RED","2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F)",5,"PR0067105","DAP1MJXLF","IVVXJOHHU",1
"5251","AFC SUSHI @ AMAZON DOPPLER BUILDING","AFC SUSHI @ AMAZON DOPPLER BUILDING","08/14/2019","Seating 0-12 - Risk Category III","2021 7TH AVE","SEATTLE","98121","(310) 604-3200",-122.33840633,47.61534171,"AFC SUSHI @ AMAZON DOPPLER BUILDING","Routine Inspection/Field Review",10,"Unsatisfactory","false","RED","2110 - Proper cold holding temperatures (greater than  45 degrees F)",10,"PR0088082","DAXI0434S","IVYN6YYZR",1
"5252","AFC Sushi @ AMZ042","AFC Sushi @ AMZ042","10/25/2022","Seating 0-12 - Risk Category III","13201 AURORA AVE N","Seattle","98133","(310) 604-3200",-122.34699268,47.72558082,"AFC Sushi @ AMZ042","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0090233","DA0GWUSWR","",1
"5256","AFC SUSHI @ BOEING #2","AFC SUSHI @ BOEING #2","09/16/2022","Seating 0-12 - Risk Category III","7755 E MARGINAL WAY","SEATTLE","98108","(310) 604-3200",-122.31174,47.53229,"AFC SUSHI @ BOEING #2","Routine Inspection/Field Review",5,"Satisfactory","false","BLUE","3400 - Wiping cloths properly used, stored, proper sanitizer",5,"PR0086463","DAVOWMZZS","IV4AWB0MV",1
"5614","AFC SUSHI @ METOPOLITAN MARKET #157","AFC SUSHI @ METOPOLITAN MARKET #157","06/15/2022","Seating 0-12 - Risk Category III","100 MERCER ST ","SEATTLE","98109","(310) 604-3200",-122.3544147995,47.6248335865,"AFC SUSHI @ METOPOLITAN MARKET #157","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0076652","DAPL6YWUD","",1
"5657","AFC SUSHI @ METROPOLITAN #153","AFC SUSHI @ METROPOLITAN #153","07/06/2022","Seating 0-12 - Risk Category III","2320 42ND AVE SW ","SEATTLE","98116","",-122.3845548788,47.581905256,"AFC SUSHI @ METROPOLITAN #153","Consultation/Education - Field",0,"Complete","false","","",0,"PR0046980","DAWMDJBM9","",1
"5709","AFC SUSHI @ METROPOLITAN 156","AFC SUSHI @ METROPOLITAN 156","08/15/2022","Seating 0-12 - Risk Category III","5250 40TH AVE NE ","SEATTLE","98105","(310) 604-3200",-122.2839495952,47.6681496981,"AFC SUSHI @ METROPOLITAN 156","Routine Inspection/Field Review",5,"Satisfactory","false","BLUE","4200 - Food-contact surfaces maintained, clean, sanitized",5,"PR0069588","DA8UFMOGW","IVRCEE6XS",1
"5794","AFC SUSHI @ SAFEWAY  #2932","AFC SUSHI","06/21/2022","Seating 0-12 - Risk Category III","2622 CALIFORNIA AVE SW","SEATTLE","98116","(310) 604-3200",-122.385802636,47.5799024004,"AFC SUSHI @ SAFEWAY  #2932","Consultation/Education - Field",0,"Complete","false","","",0,"PR0081520","DA7MTFT34","",1
"5835","AFC SUSHI @ SAFEWAY #1062","AFC SUSHI @ SAFEWAY #1062","09/21/2022","Seating 0-12 - Risk Category III","4754 42ND AVE SW","SEATTLE","98116","(206) 932-6026",-122.38485,47.55976,"AFC SUSHI @ SAFEWAY #1062","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0088687","DAE0YJSA6","",1
"5840","AFC SUSHI @ SAFEWAY #1143","AFC SUSHI @ SAFEWAY #1143","02/10/2021","Seating 0-12 - Risk Category III","8340 15TH AVE NW","SEATTLE","98117","(310) 604-3200",-122.37640847,47.6900328,"AFC SUSHI @ SAFEWAY #1143","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0087861","DA3MTEUFU","",1
"5874","AFC SUSHI @ SAFEWAY #1477","AFC SUSHI @ SAFEWAY #1477","09/09/2022","Seating 0-12 - Risk Category III","1423 NW MARKET ST","SEATTLE","98107","(310) 604-3200",-122.3741713,47.66822144,"AFC SUSHI @ SAFEWAY #1477","Routine Inspection/Field Review",25,"Unsatisfactory","false","RED","1900 - No room temperature storage; proper use of time...",25,"PR0088160","DAQE9EOSQ","IVDERJZWZ",2
"5879","AFC SUSHI @ SAFEWAY #1508","AFC SUSHI @ SAFEWAY #1508","10/13/2022","Seating 0-12 - Risk Category III","3820 RAINIER AVE S","SEATTLE","98118","(206) 725-9575",-122.28805618,47.56833229,"AFC SUSHI @ SAFEWAY #1508","Consultation/Education - Field",0,"Complete","false","","",0,"PR0088856","DAA9N3G0G","",1
